page_name,categories
Berklee_College_of_Music,"{'Private universities and colleges in Massachusetts', 'Music schools in Massachusetts', 'Berklee College of Music', 'Back Bay, Boston', '1945 establishments in Massachusetts', 'Cultural history of Boston', 'Universities and colleges in Boston', 'Culture of Boston', 'Universities and colleges established in 1945'}"
Big_band,"{'Big bands', 'Types of musical groups'}"
Biomusicology,"{'Cognitive neuroscience', 'Music cognition', 'Cognitive musicology', 'Music psychology'}"
Blue_note,"{'Jazz techniques', 'Blues', 'Jazz terminology', 'Musical notes'}"
Bluegrass_(music),"{'Culture of the Southern United States', 'Old-time music', 'American folk music', 'Culture of Appalachia', 'Gospel music', 'Bluegrass music', 'Country music genres'}"
Bluegrass_music,"{'Culture of the Southern United States', 'Old-time music', 'American folk music', 'Culture of Appalachia', 'Gospel music', 'Bluegrass music', 'Country music genres'}"
British_Journal_of_Psychiatry,"{'Cambridge University Press academic journals', 'Psychiatry journals', 'Monthly journals', 'Academic journals published by learned and professional societies of the United Kingdom', 'Publications established in 1853', 'English-language journals', 'Mental health in the United Kingdom'}"
Broadway_musical,"{'Broadway theatre', 'Musical theatre in the United States', 'Theatre in the United States', 'Theater District, Manhattan', 'Broadway (Manhattan)', 'Culture of New York City'}"
Byzantine_music,"{'Byzantine music', 'Chants', 'Christian music genres', 'Music of Greece', 'Medieval Greek', 'Culture of the Byzantine Empire', 'Intangible Cultural Heritage of Humanity', 'Ancient music genres', 'Eastern Christian liturgy'}"
CD_player,"{'Consumer electronics', 'Japanese inventions', 'Audio players', 'Digital audio', 'Products introduced in 1982', 'Compact disc players'}"
Cadence_(music),"{'Cadences', 'Musical terminology', 'Jazz terminology'}"
Canon_(music),"{'Canon (music)', 'Polyphonic form', 'Choral music genres', 'Classical music styles'}"
Carl_Philipp_Emanuel_Bach,"{'18th-century German male musicians', 'German harpsichordists', 'German classical pianists', 'Composers for pipe organ', 'German Classical-period composers', '18th-century German keyboardists', 'European University Viadrina alumni', 'Musicians from Weimar', 'Pupils of Johann Sebastian Bach', '18th-century German classical composers', 'German music theorists', '1788 deaths', 'People educated at the St. Thomas School, Leipzig', 'German Baroque composers', '1714 births', 'Oratorio composers', 'Composers for flute', 'German male classical composers', 'German classical composers of church music', 'Leipzig University alumni', 'Musicians from Leipzig', 'Bach family', 'German male classical pianists', 'German Lutherans'}"
Carl_Van_Vechten,"{'Photographers from New York City', 'American bisexual writers', 'Writers from New York City', 'Bisexual male artists', 'American portrait photographers', 'American LGBTQ photographers', 'University of Chicago alumni', 'Bisexual male writers', '1880 births', 'Harlem Renaissance', 'LGBTQ people from Iowa', 'Artists from Cedar Rapids, Iowa', 'American bisexual artists', 'American bisexual men', 'Bisexual photographers', '20th-century American photographers', 'Writers from Cedar Rapids, Iowa', 'American people of Dutch descent', '1964 deaths'}"
Carnatic_music,"{'Carnatic music', 'South India', 'Classical and art music traditions', 'Carnatic violinists', 'Indian styles of music'}"
Cassette_tape,"{'Computer-related introductions in 1963', '1963 in technology', 'Belgian inventions', 'Tape recording', 'Science and technology in Belgium', 'Audiovisual introductions in 1963', 'Audio storage', '1963 in music', 'Science and technology in the Netherlands', 'Dutch inventions', 'Products introduced in 1963', 'Home computer peripherals', 'Philips products', '20th-century inventions', 'Computer storage tape media'}"
Cave_bear,"{'Cave bear', 'Pleistocene mammals of Europe', 'Pleistocene mammals of Asia', 'Pleistocene bears', 'Fossils of Serbia', 'Pleistocene carnivorans', 'Ursus (mammal)', 'Fossil taxa described in 1794'}"
Chinese_classical_music,{'Music of China'}
Chord_voicing,{'Voicing (music)'}
Christoph_Willibald_Gluck,"{'Male opera composers', '1787 deaths', 'Classical-period composers', '18th-century composers', 'Burials at the Vienna Central Cemetery', 'Christoph Willibald Gluck', '18th-century classical composers', 'People from Neumarkt (district)', 'Composers awarded knighthoods', 'Ballet composers', '1714 births', 'Glass harp players', '18th-century male musicians'}"
Chromatic_(music),"{'Chromaticism', 'Musical scales', 'Hemitonic scales', 'Musical symmetry', 'Tritonic scales', 'Post-tonal music theory'}"
Chromatic_note,{'Chromaticism'}
Church_music,"{'Church music', 'Christian liturgical music', 'Christian music genres'}"
Circus_music,{'Circus music'}
Clown,"{'Clowns', 'Entertainment occupations', 'Performing arts', 'Stock characters', 'Comedy', 'Mobile businesses'}"
Cognitive_musicology,"{'Musicology', 'Music cognition', 'Cognitive musicology', 'Music psychology'}"
Common_practice_period,{'Common practice period'}
Compilation_album,"{'Album types', 'Bundled products or services', 'Compilation albums'}"
Composition_school,{'Composition schools'}
Computational_musicology,"{'Musicology', 'Computational fields of study'}"
Computer_screen,"{'American inventions', 'Computer monitors', 'Computer peripherals', 'Electronic display devices'}"
Concerto,"{'Concertos', 'Classical music styles'}"
Contemporary_commercial_music,{'Music genres'}
Cosmological,"{'Cosmology', 'Physical cosmology'}"
Courtly_love,"{'Courtly love', 'Love', 'Cultural history of Europe', 'Heterosexuality', 'Interpersonal relationships'}"
Cover_song,"{'Arrangement', 'Versions of musical compositions', 'Music industry', 'Popular music', 'Song forms', 'Cover versions', 'Jazz terminology', 'Remake', '21st century in music', '20th century in music'}"
Crash_cymbal,"{'Cymbals', 'Drum kit components'}"
Creativity,"{'Concepts in aesthetics', 'Innovation economics', 'Creativity', 'Design', 'Science and technology studies', 'Aptitude', 'Imagination', 'Mental processes', 'Product management', 'Metaphysics of mind', 'Critical thinking skills', 'Thought', 'Problem solving skills'}"
Cultural_Revolution,"{'1966 establishments in China', 'Campaigns of the Chinese Communist Party', 'Man-made disasters in China', 'Mao Zedong', '1966 introductions', 'Politicides', '1960s revolutions', 'Revolutionary terror', 'Terrorism in China', '1960s in China', 'Communist terrorism', '1976 disestablishments in China', 'Revolutions in China', 'Cultural history of China', 'Cold War history of China', 'Cultural genocide', 'Political controversies in China', 'Massacres in China', '1970s in China', 'Vandalized works of art', '1970s revolutions', 'Cultural Revolution', 'Maoist terminology'}"
Cultural_universal,"{'Society-related lists', 'Culture', 'Evolutionary psychology'}"
Culture_in_music_cognition,"{'Music cognition', 'Music psychology', 'Musical culture'}"
DJ_mixer,"{'DJ equipment', 'Live music', 'Turntablism', 'Audio mixing', 'Electronic dance music', 'Hip-hop', 'Dance music', 'Nu metal', 'American inventions'}"
Dance,"{'Theatrical occupations', 'Performing arts', 'Entertainment occupations', 'Dance'}"
David_Huron,"{'Canadian academic biography stubs', 'Living people', '21st-century American musicologists', 'Music education stubs', '1954 births', 'American music psychologists'}"
Davul,"{'Syrian musical instruments', 'Serbian musical instruments', 'Slovenian musical instruments', 'Pontic Greek musical instruments', 'Albanian musical instruments', 'Kurdish musical instruments', 'Armenian musical instruments', 'Montenegrin musical instruments', 'Unpitched percussion instruments', 'Hungarian musical instruments', 'Bulgarian musical instruments', 'Turkish musical instruments', 'Moldovan musical instruments', 'Culture of the Middle East', 'Battle drums', 'Macedonian musical instruments', 'Turkmen musical instruments', 'Romanian musical instruments', 'Persian musical instruments', 'Drums', 'Czech musical instruments', 'Azerbaijani musical instruments', 'Bosnian musical instruments', 'Arabic musical instruments', 'Belarusian musical instruments', 'Assyrian music'}"
Deities,"{'Deities', 'Divinity', 'Heaven'}"
Development_(music),"{'Musical development', 'Formal sections in music analysis'}"
Dhikr,"{'Dhikr', 'Arabic words and phrases', 'Sufism', 'Spiritual practice', 'Islamic belief and doctrine', 'Language and mysticism', 'Islamic terminology'}"
Dhrupad,"{'Hindustani music genres', 'Indian styles of music', 'Hindustani music terminology'}"
Die_Walk%C3%BCre,"{'Libretti by Richard Wagner', '1870 operas', 'Opera world premieres at the Bavarian State Opera', 'Operas', 'Plays about incest', 'Der Ring des Nibelungen', 'Adultery in theatre'}"
Digital_music,{'Digital audio'}
Disc_jockey,"{'Hip-hop production', 'DJing', 'Radio presenters', 'Occupations in music', 'Audio mixing', 'Broadcasting occupations', 'Turntablism', 'Electronic dance music', '1930s neologisms', 'Mass media occupations', 'Underground culture', 'Disco'}"
Divertimento,"{'Italian words and phrases', 'Classical music styles', 'Musical terminology', 'Music genres', 'Choral music genres', 'Light music'}"
Divje_Babe_flute,"{'Stone Age of Slovenia', 'Cave bear', 'Neanderthals', 'Cerkno Hills', '1995 archaeological discoveries', 'Bone carvings', 'Archaeological controversies', 'Middle Paleolithic', 'Archaeological discoveries in Slovenia', 'Individual musical instruments', 'Ancient music'}"
Dmitri_Tymoczko,"{'American Rhodes Scholars', '1969 births', 'Living people', 'American music theorists', 'Harvard University alumni', 'American people of Slovak descent'}"
Don_Tapscott,"{'Writers from Toronto', 'Canadian technology writers', 'Living people', 'Business speakers', 'Members of the Order of Canada', 'Trent University alumni', 'HuffPost writers and columnists', 'Businesspeople from Toronto', 'People associated with cryptocurrency', 'Academic staff of the University of Toronto', 'Canadian chief executives', '1947 births', 'University of Alberta alumni'}"
Double_clarinet,{'Clarinets'}
Duration_(music),"{'Elements of music', 'Rhythm and meter'}"
EISSN_(identifier),"{'Computer-related introductions in 1976', 'Serial numbers', 'Checksum algorithms', 'Unique identifiers', 'Library science', 'ISO standards'}"
Early_European_modern_humans,"{'Upper Paleolithic Europe', 'Early European modern humans', 'Anatomically modern humans', 'Peopling of Europe', 'Paleoanthropology'}"
Eduard_Hanslick,"{'Academic staff of the University of Vienna', 'Charles University alumni', 'Liszt scholars', 'Beethoven scholars', 'Wagner scholars', 'Burials at the Vienna Central Cemetery', '1825 births', 'Scholars from the Austrian Empire', 'Austrian music critics', 'Brahms scholars', 'Music critics from Austria-Hungary', 'Czech Jews', '1904 deaths', 'Classical music critics', 'Writers from Prague', 'German Bohemian people', 'Austrian music journalists', 'Bruckner scholars', 'Schubert scholars', 'Krommer scholars', '19th-century Austrian musicologists', 'Mozart scholars', 'Musicologists from Austria-Hungary', 'Austrian people of German Bohemian descent', 'Journalists from Austria-Hungary', 'Austrian musicologists'}"
Edwardian_musical_comedy,"{'Edwardian era', 'Victorian culture', 'Musical theatre'}"
Effects_unit,"{'Sound recording', 'Electric guitars', 'Rock music', 'Effects units', 'Guitars', 'Sound effects', 'Pedals'}"
Egypt,"{'Member states of the Union for the Mediterranean', '1922 establishments in Asia', 'Arab republics', 'West Asian countries', '1922 establishments in Africa', 'Member states of the Organisation internationale de la Francophonie', '1922 establishments in Egypt', 'Developing 8 Countries member states', 'States and territories established in 1922', 'Countries and territories where Arabic is an official language', 'BRICS nations', 'Egypt', 'Countries in Africa', 'Member states of the Arab League', 'Countries in North Africa', 'G15 nations', 'Member states of the United Nations', 'Saharan countries', 'Member states of the African Union', 'Eastern Mediterranean', 'Member states of the Organisation of Islamic Cooperation', 'Countries in Asia'}"
Elaine_Thornburgh,"{'University of California, Berkeley alumni', 'American harpsichordists', 'Living people', '21st-century American women pianists', 'People from Key West, Florida', '21st-century American pianists', 'Stanford University faculty'}"
Electroencephalography,"{'Diagnostic neurology', 'Mathematics in medicine', 'Neurophysiology', 'Electrophysiology', 'Electrodiagnosis', 'Neurotechnology', 'Brain–computer interface', 'Electroencephalography'}"
Electronic_dance_music,"{'2010s in music', 'Italian-American culture', 'Electronic dance music', 'Culture of Latin America', 'African-American culture', '1980s in music', '1980 neologisms', '1990s in music', '1980s fads and trends', '2000s in music'}"
Electronic_keyboard,"{'Keyboard instruments', 'Electric and electronic keyboard instruments'}"
Electronic_music,"{'20th-century music genres', '19th century in music', '19th-century music genres', 'Sound effects', '21st-century music genres', 'New media', 'Audio engineering', 'Electronic music', '21st century in music', '20th century in music'}"
Elements_of_music,"{'Philosophy of music', 'Serialism', 'Musical composition', 'Elements of music', 'Musical analysis'}"
Embouchure,"{'Brass instruments', 'Musical terminology', 'Lips'}"
Empirical_research,"{'Concepts in epistemology', 'Empiricism', 'Epistemology of science', 'Research'}"
Ethnicity,"{'Majority–minority relations', '1930s neologisms', 'Political anthropology', 'Ethnicity', 'Multiracial affairs'}"
Ethnomusicology,"{'Ethnology', 'Musicology', 'Dance research', 'Ethnomusicology'}"
Evolution_of_timpani_in_the_18th_and_19th_centuries,"{'History of musical instruments', 'Membranophones'}"
Evolutionary_theory,"{'Evolution', 'Biology theories', 'Biological evolution', 'Evolutionary biology'}"
Exercise_and_music,"{'Exercise physiology', 'Music psychology'}"
Experimental_music,{'Experimental music'}
Extended_chord,{'Extended chords'}
Extreme_metal,"{'Underground music', 'Heavy metal genres', 'Musical subcultures', 'Extreme metal'}"
Feminine_gender,"{'Linguistic morphology', 'Grammatical gender'}"
Fender_Stratocaster,"{'Fender Stratocasters', 'Goods manufactured in Mexico', '1954 musical instruments', 'Musical instruments invented in the 1950s', 'Fender electric guitars'}"
Fiddler,"{'English musical instruments', 'American musical instruments', 'Scottish musical instruments', 'Czech musical instruments', 'Celtic musical instruments', 'Irish musical instruments', 'Welsh musical instruments', 'Cajun musical instruments', 'Fiddles', 'Violins'}"
Filmmaking,"{'Cinematography', 'Cinematic techniques', 'Filmmaking', 'Film production', 'Film and video technology'}"
Folk_music,"{'Music genres', 'Folk music'}"
Fortepiano,"{'Orchestral instruments', 'String instruments', 'Early musical instruments', 'Piano', 'Italian musical instruments'}"
Fran%C3%A7ois-Bernard_M%C3%A2che,"{'20th-century French male musicians', '1935 births', '21st-century French male composers', 'Living people', '20th-century French classical composers', 'Members of the Académie des beaux-arts', '21st-century French classical composers', 'French male classical composers'}"
Frances_Densmore,"{'Women audio engineers', '1957 deaths', 'Native American music', '1867 births', 'Oberlin College alumni', '20th-century American non-fiction writers', '19th-century American anthropologists', 'People from Red Wing, Minnesota', 'American ethnomusicologists', 'Burials at Oakwood Cemetery (Red Wing, Minnesota)', 'American ethnographers', '20th-century American women writers', '20th-century American anthropologists', 'American audio engineers', 'American women anthropologists', 'Smithsonian Institution people'}"
Frederick_Niecks,"{'1924 deaths', 'Academics of the University of Edinburgh', '1845 births', 'German male writers', 'British music educators', '19th-century British educators', 'Chopin scholars', 'German music historians', 'Robert Schumann', '19th-century German musicologists', 'German music educators', '19th-century German educators'}"
Free_jazz,"{'Jazz genres', 'Free improvisation', 'Experimental music', '1960s fads and trends', 'Free jazz', 'Jazz terminology', 'Outsider music'}"
Gamelan,"{'Indonesian words and phrases', 'Gamelan', 'Types of percussion ensembles', 'Asian percussion instruments', 'Javanese culture', 'Music of Bali', 'Ethnomusicology'}"
Geissenkl%C3%B6sterle,"{'Art of the Upper Paleolithic', 'Caves of Germany', 'Geography of Baden-Württemberg', 'Prehistoric sites in Germany', 'World Heritage Sites in Germany', 'Landforms of Baden-Württemberg'}"
Georg_Philipp_Telemann,"{'Musicians from Frankfurt', '18th-century German male musicians', '1681 births', 'Georg Philipp Telemann', '18th-century German musicians', '18th-century German classical composers', 'German male opera composers', 'German music theorists', 'Musicians from Magdeburg', 'German multi-instrumentalists', 'German Baroque composers', 'German string quartet composers', 'Oratorio composers', 'German opera composers', 'People from the Duchy of Magdeburg', 'Composers from Hamburg', '1767 deaths', 'Child classical musicians', 'Leipzig University alumni', 'Composers for harpsichord', 'Composers for viola'}"
George_Gershwin,"{'Gershwin family', 'Jewish American songwriters', 'American film score composers', 'Composers from New York City', '20th-century American classical pianists', 'American male classical pianists', '20th-century American male composers', 'American male musical theatre composers', 'Songwriters from New York (state)', 'Jewish American film score composers', 'Deaths from brain cancer in California', 'American male film score composers', 'Broadway composers and lyricists', 'American musical theatre composers', 'Porgy and Bess', 'DownBeat Jazz Hall of Fame members', 'American people of Ukrainian-Jewish descent', 'Congressional Gold Medal recipients', 'Classical musicians from New York (state)', 'Jewish opera composers', 'Victor Records artists', '20th-century American classical composers', 'Burials at Westchester Hills Cemetery', '1898 births', 'Posthumous Pulitzer Prize awardees', 'American people of Lithuanian-Jewish descent', 'Jewish American classical composers', 'American people of Russian-Jewish descent', '1937 deaths', 'Jazz-influenced classical composers', 'Pulitzer Prize Special Citations and Awards winners', 'American jazz pianists', '20th-century American jazz composers', 'American male opera composers', 'American jazz songwriters', 'American male jazz pianists', '20th-century American Jews', 'George Gershwin', 'American vaudeville performers', 'Jewish jazz musicians', 'American male jazz composers', 'Musicians from Brooklyn', 'Pupils of Henry Cowell', 'American opera composers', 'Jewish jazz composers', 'Jewish classical pianists', 'Jazz musicians from New York (state)', 'Composers for piano'}"
Giovanni_Boldini,"{'19th-century Italian male artists', '19th-century Italian painters', 'Painters from Ferrara', 'Recipients of the Legion of Honour', '20th-century Italian painters', '1842 births', 'Italian emigrants to France', 'Painters from Paris', '20th-century Italian male artists', 'Giovanni Boldini', 'Italian male painters', 'Accademia di Belle Arti di Firenze alumni', 'Italian portrait painters', '1931 deaths'}"
Giovanni_Pierluigi_da_Palestrina,"{'1520s births', 'Roman School composers', 'Counter-Reformation', 'Italian Renaissance composers', '1594 deaths', 'Giovanni Pierluigi da Palestrina', 'Italian male classical composers', 'Italian Roman Catholics', 'Sacred music composers', ""Burials at St. Peter's Basilica"", '16th-century classical composers', 'People from Palestrina', '16th-century Italian composers', 'Madrigal composers', 'Italian classical composers of church music'}"
Gong,"{'Malaysian musical instruments', 'Metal percussion instruments', 'Concert band instruments', 'Gongs', 'Chinese musical instruments', 'Tibetan musical instruments', 'Indonesian inventions', 'Chinese inventions', 'Bruneian musical instruments', 'Burmese musical instruments', 'Orchestral percussion instruments', 'Japanese musical instruments', 'Indonesian musical instruments', 'Korean musical instruments', 'Idiophones'}"
Graphic_notation_(music),"{'Musical notation', 'Post-tonal music theory'}"
Gregorian_chant,"{'Medieval music genres', 'Pope Gregory I', 'Christian chants', 'Order of Mass', 'Western plainchant', 'Catholic liturgical music', 'Tridentine Mass', 'Choral music genres'}"
Griot,"{'Culture of Mali', 'Griots', 'Culture of the Gambia', 'Culture of Guinea', 'Culture of Ivory Coast', 'Occupations in music', 'Culture of Nigeria', 'Culture of Ghana', 'Culture of Senegal', 'Oral poets', 'Culture of the African diaspora', 'Oral historians', 'West Africa'}"
Guillaume_Du_Fay,"{'15th-century Franco-Flemish composers', 'People from Beersel', '1474 deaths', 'Guillaume Du Fay', 'French Renaissance composers', '1397 births', '1390s births', 'French male classical composers', 'Classical composers of church music'}"
Gustav_Mahler,"{'1860 births', 'Czech Roman Catholics', 'University of Vienna alumni', 'Austrian people of Czech-Jewish descent', 'Music directors of the New York Philharmonic', 'People from Pelhřimov District', 'Lieder composers', '1911 deaths', 'Jewish classical composers', '19th-century Austrian classical composers', 'Conductors of the Metropolitan Opera', '19th-century Austrian male musicians', '19th-century Austrian conductors (music)', 'Converts to Roman Catholicism from Judaism', 'Czech Romantic composers', 'Czech conductors (music)', 'Austrian Roman Catholics', 'Czech male classical composers', '20th-century Austrian male musicians', 'Austrian male classical composers', 'Male conductors (music)', 'Jews from Austria-Hungary', 'Gustav Mahler', 'University of Music and Performing Arts Vienna alumni', 'Austrian Romantic composers', '20th-century Austrian classical composers', 'Austrian agnostics', 'Deaths from sepsis', 'Czech agnostics', 'Jewish agnostics', 'Conductors of the Vienna Philharmonic', '20th-century Austrian conductors (music)', 'Analysands of Sigmund Freud'}"
Gymnastics,"{'Acrobatic sports', 'Summer Olympic sports', 'Individual sports', 'Gymnastics', 'Sports rules and regulations'}"
Handel%27s_Messiah,"{'1742 oratorios', '1742 in Ireland', 'Oratorios based on the Bible', 'Messiah (Handel)', 'History of Dublin (city)', 'Oratorios by George Frideric Handel', 'Music for Easter'}"
Harpsichord,"{'Renaissance instruments', 'C instruments', 'Orchestral instruments', 'Basso continuo instruments', 'Early musical instruments', 'Keyboard instruments', 'Baroque instruments', 'Harpsichord', 'Plucked string instruments'}"
Heavy_metal_music,"{'Heavy metal music', 'European music genres', 'American styles of music', 'English styles of music', 'Popular music', 'British styles of music', 'Music genres', '1970s fads and trends', 'Rock music genres', 'History of rock music', '1970s in music'}"
Historically_informed_performance,"{'Historically informed performance', 'Historical reenactment by type'}"
History_of_music,"{'Music history', 'History by topic'}"
Hohle_Fels,"{'Upper Paleolithic sites', 'Show caves in Germany', 'Caves of Germany', 'Landforms of Baden-Württemberg', 'Prehistoric sites in Germany', 'Tourist attractions in Baden-Württemberg'}"
Homer,"{'Greek hero cult', 'Mycenaean Greece', 'European people whose existence is disputed', 'Ancient Chians', 'Storytellers', 'Characters in the Divine Comedy', 'Legendary Greek people', 'Homer', '1st-millennium BC births', 'Greek blind poets', 'Mythological blind people', 'Deified men', '8th-century BC Greek poets', 'Ancient Smyrnaeans', 'Mythography', 'Ancient Greek epic poets', 'Greek speculative fiction writers', 'Bards', 'Oral epic poets'}"
Homophony,"{'Musical texture', 'Harmony'}"
Houghton_Mifflin_Harcourt,"{'Education companies established in 1880', 'Privately held companies based in Massachusetts', 'Book publishing companies based in Massachusetts', 'Companies based in Boston', '2022 mergers and acquisitions', 'Former Vivendi subsidiaries', 'Companies formerly listed on the Nasdaq', 'Private equity portfolio companies', 'Companies formerly listed on the New York Stock Exchange', 'Bain Capital companies', 'Houghton Mifflin books', 'Publishing companies of the United States', 'Educational publishing companies of the United States', 'Houghton Mifflin Harcourt', 'Publishing companies established in 1880', '1960s initial public offerings', '2001 mergers and acquisitions', 'Blackstone Inc. companies', 'American companies established in 1880', 'Companies that filed for Chapter 11 bankruptcy in 2012', '2013 initial public offerings', 'Educational publishing companies'}"
Humanities,"{'Main topic articles', 'Society', 'Humanities', 'Humans', 'Liberal arts education'}"
Hymn,"{'Christian music', 'Christian music genres', 'Chants', 'Christian hymns', 'Religious music', 'Song forms', 'Christian terminology', 'Hymns'}"
ISBN_(identifier),"{'British inventions', 'Irish inventions', 'International Standard Book Number', 'Computer-related introductions in 1970'}"
