page_name,categories
History_of_the_Roman_Constitution,"{'Government of the Roman Kingdom', 'Roman Republic', 'Constitutions of ancient Rome', 'Government of the Roman Empire'}"
Marcus_Cornelius_Fronto,"{'Ancient Roman rhetoricians', '2nd-century Berber people', 'Romans from Africa', 'Letter writers in Latin', 'Cirta', '100s births', 'Cornelii', '2nd-century writers', '2nd-century Romans', 'People from Constantine, Algeria', 'Berber writers', 'Suffect consuls of Imperial Rome', '160s deaths', 'Silver Age Latin writers'}"
Mason_Hammond,"{'2002 deaths', 'Harvard University alumni', ""St. Mark's School (Massachusetts) alumni"", 'Alumni of Balliol College, Oxford', 'Classical scholars of Harvard University', 'American recipients of the Legion of Honour', 'Harvard University Department of History faculty', 'American Rhodes Scholars', '1903 births', 'United States Army personnel of World War II', 'United States Army officers', 'Monuments men'}"
Neo-Latin,"{'History of literature', 'History of the Latin language', '14th-century establishments in Europe', 'Latin-language literature', 'Forms of Latin', '19th-century disestablishments in Europe', 'Neo-Latin', 'Languages attested from the 14th century'}"
Octavia_the_Younger,"{'Julio-Claudian dynasty', '1st-century BC Roman women', '60s BC births', 'Wives of Mark Antony', 'Octavii Rufi', 'Family of Augustus', 'Octavia the Younger', '11 BC deaths'}"
Ovid,"{'Golden Age Latin writers', '1st-century Roman poets', '1st-century BC Roman poets', 'Ovidii', '10s deaths', 'People from Sulmona', 'Ovid', 'Ancient Roman equites', '43 BC births', 'Ancient Roman exiles', 'Epic poets', 'Elegiac poets'}"
Phaedrus_(fabulist),"{'1st-century Roman poets', 'Silver Age Latin writers', 'Fabulists', 'Imperial Roman slaves and freedmen', '1st-century writers in Latin'}"
Primogeniture,"{'Real property law', 'Legal history', 'Succession', 'Order of succession', 'Inheritance', 'Hereditary monarchy'}"
Roman_emperor,"{'1453 disestablishments', 'Positions of authority', '15th-century disestablishments in the Byzantine Empire', 'Ancient Roman titles', 'Roman emperors', '20s BC establishments in the Roman Empire'}"
Rome,"{'Catholic pilgrimage sites', 'Places in the deuterocanonical books', 'World Heritage Sites in Italy', 'Capitals in Europe', 'Metropolitan City of Rome Capital', 'New Testament cities', 'Rome', '8th-century BC establishments in Italy', 'Ancient city of Rome', 'Municipalities of the Metropolitan City of Rome Capital', 'Populated places established in the 8th century BC', 'Holy cities'}"
Sebastokrator,"{'Sebastokrators', 'Bulgarian noble titles', 'Byzantine court titles', 'Serbian noble titles', 'Greek noble titles', 'Byzantine imperial titles'}"
Strategy_of_the_Roman_military,{'Military of ancient Rome'}
Trebonianus_Gallus,"{'Romans from Moesia', 'Crisis of the Third Century', '253 deaths', 'Murdered Roman emperors', 'Temple of Artemis', 'Roman pharaohs', '3rd-century Roman consuls', '200s births', '3rd-century Roman emperors', '3rd-century murdered monarchs', 'Vibii'}"
Tribal_Assembly,"{'Roman tribes', 'Popular assemblies', 'Government of the Roman Republic'}"
