page_name,categories
Chiptunes,"{'2020s in music', '2010s in music', '1970s in music', '1980s in music', 'Demoscene', 'Video game culture', 'Video game music technology', 'Chiptune', '1990s in music', '2000s in music', 'Video game terminology', 'Electronica'}"
Clan_(video_games),"{'Video game organizations', 'Video game terminology', 'Esports teams'}"
Climate_change_video_game,"{'Climate change and society', 'Environmental education video games', 'Climate change video games', 'Serious games'}"
Color_depth,"{'Television technology', 'Color depths'}"
Comedy_in_video_games,"{'Comedy games', 'Video game genres'}"
Composite_monitor,"{'Television technology', 'Video hardware'}"
Computer_Entertainment_Rating_Organization,"{'Video gaming in Japan', 'Video game organizations', '2002 establishments in Japan', 'Censorship in Japan', 'Entertainment rating organizations', 'Organizations based in Tokyo', 'Organizations established in 2002', 'Chiyoda, Tokyo', 'Video game content ratings systems'}"
Computer_Space,"{'Space combat simulators', 'Video games developed in the United States', 'Arcade-only video games', 'World Video Game Hall of Fame', '1971 video games', 'Multidirectional shooters', 'Discrete video arcade games', 'Arcade video games', 'Multiplayer and single-player video games'}"
Computer_keyboard,"{'Flexible electronics', 'Computer peripherals', 'Computing input devices', 'Computer keyboards'}"
Computer_monitor,"{'American inventions', 'Computer peripherals', 'Computer monitors', 'Electronic display devices'}"
Computer_programming,"{'Computers', 'Computer programming'}"
Computer_role_playing_game,"{'Video game genres', 'Turn-based role-playing video games'}"
Computer_science,"{'Computer science', 'Formal sciences'}"
Console_game,"{'Video game consoles', 'American inventions', 'Video game terminology', 'Bundled products or services'}"
Console_war,"{'Business rivalries', 'History of video games'}"
Content_rating,"{'Media content ratings systems', 'Standards and measurement stubs', 'Minimum ages'}"
Conway%27s_Game_of_Life,"{'Self-organization', 'Games and sports introduced in 1970', 'Cellular automaton rules', 'John Horton Conway'}"
Cooperative_video_game,"{'Video game design', 'Video game terminology', 'Cooperative video games'}"
Copyright,"{'Intangible assets', 'Data management', 'Intellectual property law', 'Product management', 'Copyright law', 'Monopoly (economics)', 'Public records'}"
Cozy_game,"{'Cozy games', '2020s neologisms', 'Video game genres', 'Cozy fiction'}"
Critical_hit,"{'Role-playing game terminology', 'Video game terminology'}"
Critical_thinking,"{'Evaluation', 'Philosophy of education', 'Virtue', 'Social concepts', 'Thought', 'Critical thinking', 'John Dewey', 'Reasoning'}"
Crunch_time_(video_gaming),"{'Working time', 'Occupational safety and health', 'Video game development', 'Ethically disputed working conditions', 'Video game industry labor disputes', 'Labor rights', 'Video game controversies', 'Video game terminology'}"
D-pad,"{'1982 in video gaming', 'Game controllers'}"
Dance_pad,"{'Game controllers', 'Dance pads'}"
Destructible_environment,{'Video game terminology'}
Detective_Pikachu_(film),"{'Films shot in Scotland', 'American films with live action and animation', 'Japanese action adventure films', 'Japanese computer-animated films', 'English-language Japanese films', '2019 science fiction action films', 'Films about animal testing', 'Films about amnesia', 'Films using motion capture', 'American detective films', 'Films with screenplays by Nicole Perlman', 'American IMAX films', 'Films about friendship', 'Films shot at Bovingdon Studios', '2019 films', ""2010s children's adventure films"", 'Films with screenplays by Rob Letterman', 'Films shot at Warner Bros. Studios Leavesden', 'Warner Bros. films', 'ScreenX films', 'Films with screenplays by Dan Hernandez', 'Films with screenplays by Benji Samit', 'Legendary Pictures films', 'Japanese science fiction action films', 'Films shot in Hertfordshire', 'Live-action films based on video games', ""American children's adventure films"", 'Films directed by Rob Letterman', 'Films shot in Colorado', '2019 3D films', '4DX films', ""Children's crime films"", 'Films scored by Henry Jackman', 'Films produced by Mary Parent', 'Films shot in London', 'Pokémon films', '2010s action adventure films', '2010s fantasy adventure films', 'Animated films about father–son relationships', 'Films shot at Shepperton Studios', 'Films shot in Hampshire', 'Films with screenplays by Derek Connolly', 'Japanese detective films', '2019 fantasy films', 'Toho films', '2010s monster movies', 'Japanese fantasy adventure films', '2010s English-language films'}"
Dictionary.com,"{'Thesauri (lexicography)', 'Internet properties established in 1995', 'Online English dictionaries', 'IAC Inc.'}"
Digital_camera,"{'1975 in technology', 'Cameras', 'Digital cameras', 'American inventions', 'Audiovisual introductions in 1975', 'Computer-related introductions in 1975', '1975 in the arts', '20th-century inventions'}"
Digital_collectible_card_game,"{'Video game genres', 'Digital collectible card games'}"
Digital_distribution,"{'Online content distribution', 'Software delivery methods', 'Video on demand services', 'Non-store retailing', 'Streaming media systems', 'Digital rights management', 'Music streaming services', 'Online content monetization platform', 'Video game distribution', 'Film distribution'}"
Digital_distribution_of_video_games,"{'Video game distribution', 'Online content distribution'}"
Display_device,"{'User interfaces', 'Display devices', 'Video hardware'}"
Dopamine,"{'Dopamine', 'Aminoethyl compounds'}"
Downloadable_content,"{'Digital media', 'Download managers', 'Video game distribution', 'Video game terminology', 'Video game downloadable content'}"
Dragon%27s_Lair,"{'Fantasy video games', ""Dragon's Lair"", 'LaserDisc video games', 'Video games adapted into comics', 'Interactive movie video games', 'Video games adapted into television shows', 'Video game franchises', 'Video game franchises introduced in 1983'}"
Dragon%27s_Lair_(1983_video_game),"{'Amstrad CPC games', 'Sega CD games', 'Atari Jaguar CD games', 'Visionary Design Technologies games', 'ZX Spectrum games', 'Video games designed by Don Bluth', 'Arcade video games', 'Code Mystics games', 'Multiplayer and single-player video games', 'Merit Studios games', 'Coleco games', 'Commodore 64 games', 'DSiWare games', 'CD-i games', 'Video games developed in the United States', ""Dragon's Lair"", 'Classic Mac OS games', 'Digital Leisure games', 'Nintendo DS games', 'PlayStation Network games', '1983 video games', 'IOS games', 'Amiga games', 'CP/M games', 'Full motion video based games', 'Android (operating system) games', 'RDI Video Systems games', 'Xbox 360 Live Arcade games', 'Windows games', 'Atari ST games', 'Cancelled Sega Genesis games', '3DO games', 'Wii games', 'LaserDisc video games', 'DVD interactive technology', 'Cinematronics games', 'DOS games', 'Linux games', 'MacOS games', 'Kinect games'}"
Dustforce,"{'Fictional janitors', 'PlayStation Vita games', 'Windows games', 'Digerati games', 'Video games featuring female protagonists', 'Multiplayer and single-player video games', 'Xbox 360 Live Arcade games', 'Video games developed in Australia', 'PlayStation 3 games', 'Linux games', 'PlayStation Network games', 'MacOS games', 'Platformers', '2012 video games', 'Side-scrolling video games'}"
E3,"{'1990s in video gaming', 'Impact of the COVID-19 pandemic on the video game industry', 'Defunct gaming conventions', 'Video game trade shows', '2010s in video gaming', '2020s in video gaming', 'June', '2000s in video gaming', 'Video gaming in the United States', 'Electronic Entertainment Expo', 'Organized events in Santa Monica, California', '2023 disestablishments in California', 'Video game events', 'Annual events in Los Angeles County, California', 'Recurring events established in 1995', '1995 establishments in California', 'Trade shows in the United States', 'Organized events in Atlanta', 'Recurring events disestablished in 2023', 'Organized events in Los Angeles'}"
EDSAC,"{'One-of-a-kind computers', 'Serial computers', '1949 establishments in England', 'Vacuum tube computers', 'History of the University of Cambridge', 'University of Cambridge Computer Laboratory', '1940s computers', 'Early British computers', 'Computer-related introductions in 1949', '1949 in computing'}"
Early_mainframe_games,"{'Early history of video games', 'Mainframe games'}"
Easter_egg_(media),"{'1980s neologisms', 'Cheating in video games', 'Computer humour', 'Software features', 'Easter egg (media)', 'In-jokes'}"
Educational_entertainment,"{'Systems thinking', 'Pedagogy', 'Educational entertainment', 'Communication design', 'Video game terminology'}"
Eighth_generation_of_video_game_consoles,"{'Eighth-generation video game consoles', '2010s toys', '2020s in video gaming', '2010s in video gaming', '2020s toys', 'Video game consoles by generation'}"
Electro-mechanical_game,{'Arcade games'}
Electronic_component,"{'Electrical components', 'Electronic circuits'}"
Electronic_game,"{'Electronic design', 'Electronic games', 'Video game platforms', 'Digital media'}"
Electronic_hardware,"{'Electronic engineering', 'Electronics stubs'}"
Emergence,"{'Pattern formation', 'Ontology', 'Metaphysics of mind', 'Concepts in metaphysics', 'Holism', 'Emergence', 'Philosophy of physics', 'Concepts in the philosophy of mind'}"
Emergent_gameplay,"{'Video game design', 'Video game terminology'}"
Empathy_game,"{'Visual arts media', 'Video game culture', 'Art criticism'}"
Endless_runner,"{'Video game genres', 'Endless runner games'}"
Entertainment_Software_Rating_Board,"{'Video game trade associations', '1994 establishments in the United States', 'Organizations established in 1994', 'Censorship in Mexico', 'Censorship in Canada', 'Entertainment rating organizations', 'Entertainment Software Association', 'Censorship in the United States', 'Video game content ratings systems'}"
Eroge,"{'Video game genres', 'Eroge'}"
Escape_room_video_game,"{'First-person adventure games', 'Video game genres'}"
Espen_J._Aarseth,"{'Norwegian mass media scholars', 'MUD scholars', 'Academic staff of the University of Bergen', 'European Research Council grantees', 'Academic staff of the IT University of Copenhagen', 'University of Bergen alumni', '1965 births', 'Video game researchers', 'Electronic literature critics', 'Norwegian emigrants to Denmark', 'Living people'}"
Esports,"{'Esports', 'Team sports', 'Video game culture', 'Individual sports'}"
Eurogamer,"{'Video game Internet forums', 'Video gaming in the United Kingdom', '1999 establishments in the United Kingdom', 'Internet properties established in 1999', 'Video game news websites'}"
Exergaming,"{'1980s neologisms', 'Fitness games', 'Gamification'}"
Extra_life,{'Video game terminology'}
Falling-sand_game,"{'Flash games', 'Java platform games', 'Cellular automata in video games', 'Simulation video games', 'Computer-related introductions in the 1990s', 'Computer-related introductions in the 2000s', 'Online games', 'Video game genres'}"
Fast_travel,{'Video game terminology'}
Festival_of_Britain,"{'Arts festivals in the United Kingdom', ""World's fairs in London"", 'Festival of Britain', '1951 in the United Kingdom', 'National exhibitions', '1951 in London', 'British design exhibitions', ""World's fairs in Glasgow"", 'History of the London Borough of Lambeth', 'Herbert Morrison'}"
Fifth_generation_of_video_game_consoles,"{'1990s in video gaming', '2000s in video gaming', 'Video game consoles by generation', 'Fifth-generation video game consoles', '2000s toys', '1990s toys'}"
Film_and_television_adaptations_of_video_games,"{'Television shows based on video games', 'Films based on video games'}"
Film_industry,"{'Film industry', 'Economics of the arts and literature', 'Industries (economics)'}"
Film_theory,"{'Critical theory', 'Postmodernism', 'Cinematography', 'Film and video technology', 'Film production', 'Filmmaking', 'Theories of aesthetics', 'The arts', 'Film theory', 'Concepts in aesthetics'}"
First_generation_of_video_game_consoles,"{'1970s toys', '1970s in video gaming', 'Video game consoles by generation', 'First-generation video game consoles'}"
Fishing_video_game,"{'Video game genres', 'Fishing video games'}"
Fitness_game,"{'1980s neologisms', 'Fitness games', 'Gamification'}"
Flappy_Bird,"{'Video games about birds', '2013 video games', '.Gears games', 'Single-player video games', 'Android (operating system) games', 'Video game clones', 'Video games developed in Vietnam', 'Side-scrolling video games', '2010s fads and trends', 'IOS games', 'Plagiarism controversies in video games'}"
Flight_simulation_video_game,"{'Video game genres', 'Flight simulation video games'}"
Flight_simulator,"{'Flight training', 'Virtual reality', '1929 introductions', 'Real-time simulation'}"
Freedoom,"{'Copyleft media', 'Doom (franchise)', 'Doom mods', 'Video game modding', 'Fan labor'}"
Friendslop,"{'Pejorative terms related to technology', 'Video game genres', '2020s slang'}"
Full-motion_video,"{'Interactive movie video games', 'Video game graphics', 'Video game terminology', 'Full motion video based games'}"
Full_motion_video,"{'Interactive movie video games', 'Video game graphics', 'Video game terminology', 'Full motion video based games'}"
GPS,"{'Programs of the United States Space Force', 'Global Positioning System', 'Equipment of the United States Space Force', 'Military equipment introduced in the 1970s', '20th-century inventions'}"
Gamasutra,"{'Informa brands', 'Internet properties established in 1997', 'Video game development websites'}"
Gambling,{'Gambling'}
Game,"{'Games', 'Recreation', 'Entertainment', '26th-century BC establishments'}"
GameCube,"{'Discontinued video game consoles', 'Products introduced in 2001', 'PowerPC-based video game consoles', 'Home video game consoles', 'Products and services discontinued in 2007', 'GameCube', 'Sixth-generation video game consoles', 'Nintendo consoles', '2000s toys'}"
GameSpot,"{'Video game Internet forums', 'Spike Video Game Award winners', 'Former CBS Interactive websites', 'Video game news websites', 'Fandom (website)', '2020 mergers and acquisitions', 'Internet properties established in 1996', '2022 mergers and acquisitions'}"
Game_Developer_(website),"{'Informa brands', 'Internet properties established in 1997', 'Video game development websites'}"
Game_designer,"{'Game design', 'Game theory', 'Recreation'}"
Game_engine,"{'Video game engines', 'Video game development'}"
Game_mechanics,"{'Game design', 'Video game terminology', 'Video game design'}"
Game_of_chance,"{'Game terminology', 'Games of chance'}"
Game_programmer,"{'Video game programmers', 'Computer occupations', 'Video game industry occupations'}"
Game_studies,{'Game studies'}
Gamepad,{'Game controllers'}
Gamer,"{'Nerd culture', 'Video game culture', 'Video gaming', 'Video game terminology', 'Stereotypes', 'Gaming'}"
Games_and_Culture,"{'Academic journals established in 2006', 'English-language journals', '8 times per year journals', 'Media studies journals', 'SAGE Publishing academic journals'}"
Gamescom,"{'Annual events in Germany', 'Video game trade shows', 'Video gaming in Germany', 'August', '2009 establishments in Germany', 'Trade fairs in Germany', 'Video game conventions', 'Tourist attractions in Cologne', 'Organised events in Cologne', 'Recurring events established in 2009'}"
Genres,"{'Narratology', 'Genres', 'Theme'}"
Girls%27_video_games,"{'Women and video games', 'Video game terminology stubs', ""Girls' toys and games"", 'Video game genres'}"
Glitch,"{'Software bugs', 'Computer errors', 'Software anomalies', 'Digital electronics'}"
Gone_Home,"{'Spike Video Game Award winners', 'Video games about the paranormal', '2013 video games', 'Video games set in abandoned buildings and structures', 'Single-player video games', 'Walking simulators', 'LGBTQ-related video games', 'Fiction with unreliable narrators', 'Art games', 'Video games developed in the United States', 'Nintendo Switch games', 'BlitWorks games', 'Video games featuring non-playable protagonists', 'Annapurna Interactive games', 'Video games set in Oregon', 'Immersive sims', 'PlayStation Network games', 'PlayStation 4 games', 'IOS games', 'Xbox One games', 'Video games scored by Chris Remo', 'British Academy Games Award for Debut Game winners', 'Video games featuring female protagonists', 'First-person adventure games', 'Indie games', 'Video games with commentaries', 'Adventure games', 'Video games set in 1995', 'Windows games', 'Linux games', 'MacOS games', 'Video games set in country houses'}"
Government_simulation_game,"{'Simulation video games', 'Government simulation video games', 'Video game genres'}"
Grand_Theft_Auto_clone,"{'Criticisms of software and websites', 'Video game genres', 'Video game clones', 'Grand Theft Auto'}"
Graphic_violence,"{'Violence', 'Obscenity controversies', 'Film and video terminology'}"
Graphing_calculator,"{'Programmable calculators', 'Graphing calculators', 'Japanese inventions', 'Computer-related introductions in 1985', '20th-century inventions'}"
Guessing_game,"{'Guessing', 'Mental processes', 'Concepts in epistemology'}"
Gun_Game,"{'Valorant', 'Counter-Strike', 'Call of Duty', 'Video game mods', 'Video game terminology'}"
HUD_(video_gaming),"{'Video game terminology', 'Graphical user interface elements'}"
Hack_and_slash,"{'20th-century neologisms', 'MUD terminology', 'Hack and slash games', 'Role-playing game terminology', 'Video game terminology', 'Video game genres', 'Hack and slash role-playing games'}"
Hand%E2%80%93eye_coordination,"{'Neurology', 'Eye', 'Motor control'}"
Handheld_device,"{'Information appliances', 'Mobile computers'}"
Handheld_game,"{'Handheld game consoles', 'Video game terminology'}"
Handheld_game_console,"{'Handheld game consoles', 'Video game terminology'}"
Hardware_platform,{'Computing platforms'}
Head-mounted_display,"{'Wearable computers', 'Display technology', 'Multimodal interaction', 'Head-mounted displays', 'Virtual reality', 'Mixed reality'}"
Headphones,"{'Headgear', 'Consumer electronics', 'Audio engineering', 'Audiology', 'Transducers', 'Headphones', 'Audiovisual introductions in 1910', 'Loudspeakers'}"
Heads-up_display_(video_games),"{'Video game terminology', 'Graphical user interface elements'}"
Hidden_object,"{'Hidden object games', 'Puzzle video games', 'Video game genres'}"
History_of_arcade_video_games,"{'Arcade video games', 'History of video games', 'History of computing'}"
History_of_mobile_games,"{'History of video games', 'Mobile games'}"
Home_video_game_console,"{'Lists of video game consoles', 'Home video game consoles', 'Technology-related lists'}"
Hyper-casual_game,"{'Casual games', 'Video game genres'}"
Hypercasual_game,"{'Casual games', 'Video game genres'}"
ISBN_(identifier),"{'Computer-related introductions in 1970', 'British inventions', 'International Standard Book Number', 'Irish inventions'}"
ISSN_(identifier),"{'ISO standards', 'Serial numbers', 'Computer-related introductions in 1976', 'Library science', 'Checksum algorithms', 'Unique identifiers'}"
Impact_of_the_COVID-19_pandemic_on_the_video_game_industry,"{'Impact of the COVID-19 pandemic on the video game industry', '2020 in video gaming', 'History of video games', '2021 in video gaming', 'Health and video gaming', 'Video game industry'}"
Incremental_game,"{'Incremental games', 'Video game genres'}"
Independent_game_development,"{'Video game terminology', 'Indie games'}"
Independent_video_game_development,"{'Video game terminology', 'Indie games'}"
Indie_game,"{'Video game terminology', 'Indie games'}"
Indie_game_development,"{'Video game terminology', 'Indie games'}"
Industrial_Light_%26_Magic,"{'1975 establishments in California', 'Computer animation', 'Companies based in San Francisco', 'National Medal of Technology recipients', 'Disney acquisitions', 'Entertainment companies established in 1975', 'Academy Award for Technical Achievement winners', 'Visual effects companies', 'Mass media companies established in 1975', 'Lucasfilm', 'Entertainment companies based in California'}"
Input_device,{'Computing input devices'}
Installation_(computer_programs),"{'Installation software', 'Package management systems'}"
Instance_dungeon,"{'Esports terminology', 'Massively multiplayer online role-playing games'}"
Interactive_film,"{'Interactive films', 'Interactive movie video games', 'Video game genres'}"
Invisible_wall,{'Video game terminology'}
Item_(game_terminology),"{'Video game terminology', 'Video game objects'}"
Jack_Thompson_(activist),"{'1951 births', 'Denison University alumni', 'Disbarred Florida lawyers', 'Jack Thompson (activist)', 'Vanderbilt University alumni', 'American Christians', 'Video game censorship', 'Activists from Ohio', 'People from Coral Gables, Florida', 'Lawyers from Cleveland', 'Living people'}"
Johns_Hopkins_Press,"{'Book publishing companies based in Maryland', 'Publishing companies established in 1878', '1878 establishments in Maryland', 'Johns Hopkins University Press', 'University presses of the United States'}"
Joystick,"{'Game controllers', 'Computing input devices', 'American inventions', 'Computer peripherals', 'Aircraft controls', 'Joysticks'}"
Kaizo,"{'Mario video games', 'Unofficial works based on Mario', 'Video game modding', 'Video game genres', 'Fan games'}"
Kart_racing_game,"{'Kart racing video games', 'Video game genres'}"
